# GDP (current US $)
# source: http://data.worldbank.org/indicator/NY.GDP.MKTP.CD
# downloaded 2013-10-02
Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Argentina,ARG,,,24450604878,18272123664,25605249382,28344705968,28630474726,24256667555,26436857248,31256284545,31584210365,33293199095,34733000536,52544000117,72436777342,52438647922,51169499891,56781000101,58082870156,69252328953,76961923742,78676842366,84307486837,1.03979E+11,79092001998,88416668900,1.10934E+11,1.11106E+11,1.26207E+11,76636898036,1.41352E+11,1.8972E+11,2.28779E+11,2.36754E+11,2.5744E+11,2.58032E+11,2.7215E+11,2.92859E+11,2.98948E+11,2.83523E+11,2.84204E+11,2.68697E+11,1.0204E+11,1.29597E+11,1.53129E+11,1.83193E+11,2.14066E+11,2.60769E+11,3.26583E+11,3.07155E+11,3.68736E+11,4.46044E+11,4.74865E+11
Armenia,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256838858,2068526522,1272577522,1201313196,1315158670,1468317350,1596968913,1639492424,1893726437,1845482181,1911563665,2118467913,2376335048,2807061009,3576615240,4900436759,6384457744,9206277479,11662017845,8648015305,9260285762,10138077996,9910387657
Aruba,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330167598,1320670391,1379888268,1531843575,1665363128,1722798883,1873452514,1920262570,1941094972,2021301676,2228279330,2331005587,2421474860,2623726257,2791960894,2498932961,2467703911,2584463687,
Australia,AUS,18581028111,19648336880,19873446075,21494008288,23755179751,25931235301,27247172136,30375181991,32653152649,36614402509,41272258932,45149512823,51949766355,63738629084,88851879145,97141881742,1.04928E+11,1.10182E+11,1.18305E+11,1.34711E+11,1.49832E+11,1.76872E+11,1.9392E+11,1.77102E+11,1.93579E+11,1.80604E+11,1.81979E+11,1.88932E+11,2.36144E+11,2.9973E+11,3.11412E+11,3.26154E+11,3.25588E+11,3.12315E+11,3.23413E+11,3.68595E+11,4.01901E+11,4.35891E+11,3.99746E+11,3.89475E+11,4.15774E+11,3.79358E+11,3.95013E+11,4.66474E+11,6.11492E+11,6.92354E+11,7.4496E+11,8.50517E+11,1.05226E+12,9.23499E+11,1.13826E+12,1.38415E+12,1.52061E+12
Austria,AUT,6592693841,7311749633,7756110210,8374175258,9169983886,9994070616,10887682273,11579431669,12440625313,13582798556,15215058932,17675002528,21832965362,29212217262,34827754652,39647626537,42518592468,51016162684,61414715247,73177642820,81215814720,70304401244,70542983786,71380023748,67286843408,68673874036,98018638125,1.22893E+11,1.31969E+11,1.31738E+11,1.64753E+11,1.72009E+11,1.93074E+11,1.88424E+11,2.01444E+11,2.38562E+11,2.34676E+11,2.07826E+11,2.1333E+11,2.12302E+11,1.92071E+11,1.91679E+11,2.07537E+11,2.53946E+11,2.9143E+11,3.04984E+11,3.24954E+11,3.75042E+11,4.14171E+11,3.83627E+11,3.76838E+11,4.17656E+11,3.99649E+11
Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8858006036,8792365811,4991350458,3973027397,3313739674,3052467522,3176749593,3962710163,4446396218,4581222442,5272617196,5707618247,6236024951,7275766111,8680511918,13245421881,20982270733,33049380918,48852482960,44291490421,52905998879,63403650746,67197738735
"Bahamas, The",BHS,169802257.8,190096176.6,212252822.2,237742768.5,266664053.7,300392162.5,340000006.4,390196085.7,444901969.1,528137296.2,538423199.5,573400000,590899968,670899968,632400000,596200000,642099968,713000000,832400000,1139800064,1335299968,1426499968,1578300032,1732800000,2041100032,2320699904,2472499968,2713999872,2817900032,3062000000,3166000000,3111160000,3109000000,3092000000,3259000000,3429000000,3609000000,4961119000,5353524000,6019972000,6327552000,6516651000,6957996000,6949317000,7094413000,7706222000,7965588000,8318996000,8246650000,7820420000,7888087000,7872584000,8149004000
Bahrain,BHR,,,,,,,,,,,,,,,,,,,,,3072698346,3467819353,3645744806,3735106511,3905585155,3651861912,3052393636,3392021223,3702393659,3863564047,4229787379,4616223477,4751063992,5200266050,5567553552,5849468115,6101861656,6349202600,6183941092,6621186419,7970690894,7928934210,8491183201,9747599583,11235671061,13460198290,15854942951,18473097689,21902892584,19318822541,22945456867,,
Bangladesh,BGD,4274893910,4817580182,5081413345,5319458349,5386054613,5906636554,6439687606,7253575403,7483685483,8471006092,8992721807,8751842837,6288245866,8067027104,12459282561,19395903916,10083163547,9632469659,13299358553,15585961410,18114645161,19762945710,18087000000,17155798869,19670160944,21613230769,21160234384,23781404932,25638749373,26825240347,30128776344,30957444767,31708863730,33166530060,33768661427,37939752960,40666015641,42318798538,44091754148,45694072379,47124925462,46987842847,47571130071,51913661485,56560744012,60277560976,61901116736,68415421373,79554350678,89359767442,1.00357E+11,1.11906E+11,1.1561E+11
Barbados,BRB,87383113.71,93216432.38,96949756.33,109083059.2,108383060.9,114683045.1,123608022.7,137103729.9,137300000,154400000,181500000,204010328.9,233383640,284759098.1,340492903.7,402158285.8,435871861.9,495116619.3,552876225.3,670312672.3,860438453.3,946949724.9,989409791.7,1050464828,1144931026,1198180246,1315567053,1448665028,1540893883,1703922715,1710435931,1687167462,1588499968,1641226964,1726942730,1859145793,1982896516,2192363133,2364540277,2468403493,2558850048,2554187134,2476105824,2694879718,2824000000,3005000000,3190900000,3409200000,3670215313,3595210913,4109500000,3685000000,
Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17369598958,17813389815,17022180272,16280372553,14931599418,13972637603,14756861538,14128412417,15222014828,12138485329,12736856485,12354820144,14594925393,17825436035,23141587718,30210091837,36961918859,45275711996,60763483146,49271267252,55220932614,64271575245,63267017440
Belgium,BEL,11658722591,12400145222,13264015675,14260017387,15960106681,17371457608,18651883472,19992040788,21376353113,23710735895,26381124884,29458668479,36756500047,47162657848,55351036497,64878745421,70248275973,81831567541,1.00014E+11,1.149E+11,1.25286E+11,1.03455E+11,90974923323,86123021068,82334988808,85218196227,1.18558E+11,1.47576E+11,1.60324E+11,1.62222E+11,2.02832E+11,2.07949E+11,2.31924E+11,2.21986E+11,2.41903E+11,2.8452E+11,2.75797E+11,2.49767E+11,2.55599E+11,2.54504E+11,2.32673E+11,2.32486E+11,2.52795E+11,3.1169E+11,3.61683E+11,3.7735E+11,3.99966E+11,4.59619E+11,5.07379E+11,4.73352E+11,4.68512E+11,5.13863E+11,4.83709E+11
Belize,BLZ,28072504.98,29965035.39,31857563,33750090.61,36194610.8,40069931.54,44405596.03,47379308.79,44910180.79,47305390.44,53233534.3,59207317.59,66062499.02,78343558.51,103216372,118066302.1,96905828.77,117650000,136300000,151800000,194750000,192900000,179250000,189000000,210900000,209150000,227850000,276550016,314900000,363150016,413049984,444720726.5,518143678.5,559759653.3,580760211.3,620031771.9,641271333.4,654198121.1,688872472.7,732607993.8,831750000,871840755.4,932676403.2,988199088.3,1056303706,1114874608,1213104430,1276751656,1363500000,1349000000,1398500000,1447500000,
Benin,BEN,226195578.2,235668220.8,236434954.3,253927697.4,269819005.9,289908680.3,302925235.6,306221953.3,326323105.8,330748244,333627713.3,335073028,410331856.3,504376073.9,554654861.5,676870139.2,698408261,750049780.1,928843468.5,1186231019,1405251844,1291120191,1267778671,1095348199,1051134009,1045712790,1336102027,1562412226,1620246085,1502294414,1959965331,1986437798,1695315186,2274558079,1598075945,2169627138,2361116448,2268301645,2455092688,2488892429,2359122303,2499269391,2807657386,3557229702,4050869968,4358015993,4705087452,5506275948,6633561835,6585134688,6558416322,7294900431,7557286829
Bermuda,BMU,84466654.08,89249986.7,94149985.97,96366652.31,107566650.6,114339049,134173373.8,155102984.6,150000000,164900000,186300000,211100000,235400000,269500000,312600000,345000000,386300000,447000000,475800000,517200000,613299968,739100032,785500032,889400000,985699968,1039500032,1173500032,1296499968,1415100032,1501500032,1592400000,1634899968,1679900032,1820359936,1867160064,2030749952,2695390000,2932827000,3130748000,3324433000,3480219000,3680483000,3937228000,4186525000,4484703000,4868136000,5414299000,5895048000,6109928000,5806378000,5757433000,5557128000,
Bhutan,BTN,,,,,,,,,,,,,,,,,,,,,135653289.9,146391643.1,148934332,165585938.1,169264987.2,172217500.8,201375722.7,253182456.7,283855835.9,275949887.8,299787274.8,250045841,250794358.5,235239569.3,270801565.2,303053461.9,316420860.2,365964500.2,376955086.1,419035810.8,439158233.5,476360697,537050133.3,622026106.8,702682018.3,818869145.8,897672085.8,1196090841,1257480561,1264686357,1585319109,1833738376,1779561112
Bolivia,BOL,563110052,612518907.2,669722540.4,721142960.4,812543073.8,908874535.9,994044552.9,1084059818,908874535.9,964615702.6,1017171717,1095454545,1257615645,1263018491,2100249875,2404697651,2732083958,3227436282,3758220890,4421343606,4537487843,5891606678,5594118401,5422656262,6169481549,5377277408,3958338768,4323623593,4597615614,4715978706,4867582765,5343259489,5643864513,5734703516,5981218963,6715164450,7396952018,7925733799,8497499276,8285061591,8397858206,8141513227,7905485150,8082396474,8773451753,9549196302,11451845382,13120107745,16674276973,17339992191,19649724661,23948670609,27035110167
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255802465,1866572993,2786045392,3671816538,4116699576,4685729743,5505984456,5748990555,6651226179,8370020196,10022840635,10948051122,12400102623,15280615815,18543289395,17082889410,16775469778,18242471097,17047582420
Botswana,BWA,30411449.52,32902654.4,35644985.22,38091777.07,41616418.51,45788670.69,51465624.41,58642385.24,66248426.99,77361532.99,96243298.14,126954476.9,165253183.6,244124115.7,306044205.9,355168715.4,372025093.4,451624959.6,590407375.2,819870595.1,1060889705,1073812404,1014945861,1172230576,1240821849,1114783538,1392602040,1965227085,2644554882,3083822367,3790636664,3942877354,4146464587,4160168381,4340089050,4773374541,4799842183,5180016336,5190690951,5866463130,5632594711,6033732586,6091497225,8086823657,10048688237,10255540554,10127007458,10939074397,11113020780,10117065957,13895976510,16040248198,14410993364
Brazil,BRA,15165569913,15236854859,19926293839,23021477292,21211892260,21790035102,27062716511,30591834045,33875881906,37458898265,42327600116,49204456712,58539008796,79279057736,1.05136E+11,1.23709E+11,1.52678E+11,1.76171E+11,2.00801E+11,2.24969E+11,2.35025E+11,2.63561E+11,2.81682E+11,2.03305E+11,2.09024E+11,2.22943E+11,2.68137E+11,2.94084E+11,3.30397E+11,4.25595E+11,4.61952E+11,4.07338E+11,3.90567E+11,4.383E+11,5.46233E+11,7.68951E+11,8.39683E+11,8.712E+11,8.43827E+11,5.86863E+11,6.44702E+11,5.53582E+11,5.04221E+11,5.52469E+11,6.6376E+11,8.82186E+11,1.08892E+12,1.36685E+12,1.65354E+12,1.62017E+12,2.14304E+12,2.47665E+12,2.25266E+12
Brunei Darussalam,BRN,,,,,,114040245.7,132758395.4,139030445.6,160819286.6,161211289.7,179080099.3,197523179.2,270818555.8,433092003.6,1073577086,1168304306,1423061357,1732721161,1941600704,2803780006,4928824958,4366213850,4264252336,3844723142,3782523088,3523612563,2358592817,2754463438,2690717551,2985467990,3520551724,3701667053,4183548189,4105706152,4087337960,4734020037,5115602837,5197332974,4051147228,4600000000,6001153318,5601090584,5843329102,6557333067,7872333197,9531402830,11470703002,12247627895,14393099069,10732435034,12369708859,16359795686,16953952625
Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,20039628408,20056237269,19804095243,16959385327,17411160328,17562123540,20261212354,28429026656,23002459532,21746813404,20726300435,10943548724,10371900499,10831999517,9704877673,13069094969,8890316778,10053469055,13060786998,13228374466,12903546765,13868600710,15979194511,20668176834,25283228366,28895083540,33209188739,42113656147,51824892678,48568714012,47727325909,53544649410,51030480061
Burkina Faso,BFA,330442815.3,350247235,379567099.6,394040667.6,410321645,422916789.3,433889767.1,450753923.9,460442689.7,478298644.7,458404268.6,482411179.6,578595521.1,674773569.6,751133431.6,939972701.8,976547187.1,1131224880,1475583643,1748480618,1928719884,1775842337,1754450098,1600278605,1459880133,1552493197,2036303360,2369834946,2616040481,2615587730,3101300779,3135045586,2240264677,2332018011,1895290638,2379517976,2586550594,2447669100,2804902369,3014665572,2610959139,2812845486,3205592273,4205691122,4838551014,5462709055,5844669738,6755823933,8350710389,8348156389,9209288383,10395757480,10441012681
Burundi,BDI,195999989.8,202999992.3,213500006.4,232749998.1,260750008.3,158994963,165444571.4,178297142.9,183200000,190205714.3,242732571.4,252842285.7,246804571.4,304339839.6,345263492.1,420986666.7,448412753.6,547535555.6,610225555.6,782496666.7,919726666.7,969046666.7,1013222222,1082926304,987143931.2,1149979286,1201725497,1131466494,1082403219,1113924130,1132101253,1167398478,1083037671,938632612.1,925030590.3,1000428394,869033856.3,972896267.9,893770806.1,808077223.4,870486065.9,876794723,825394484.4,784654423.6,915257323.4,1117254387,1273180655,1356078300,1611634286,1739781536,2026864414,2355652064,2471954069
Cambodia,KHM,637142864.5,642857135.5,660000007.3,728571435.9,782857128.2,868571428.6,914285714.3,962857135.5,1065714249,978873268.5,718401145.1,969911437.6,505549460.1,702899173.6,588443893.7,,,,,,,,,,,,,,,,,,,2533727592,2791435219,3441205624,3506695723,3443413332,3120425503,3517242477,3654031716,3979813388,4284028138,4658246907,5337833256,6293046162,7274424519,8639164917,10351829066,10401935532,11242266334,12829541141,14061796429
Cameroon,CMR,618740961.8,657597317,699373631,723624330.7,782384403.8,814140009.3,853268764.3,934078958.2,1053076992,1152418382,1160002329,1233991071,1430951432,1758727647,2255496517,2752770609,3076592634,3366368801,4409920571,5811443663,6740757493,7636346056,7322913600,7381853865,7801858401,8148223552,10621157923,12302473329,12493286837,11140057046,11151578703,12434368416,11396311478,13532152215,9220467286,8733227081,9732338099,9840550361,9629642600,10486456218,9287367569,9633109257,10879778328,13621809574,15775356737,16587921221,17953103009,20431779034,23735537026,22188223917,22488424689,25320741717,24983980484
Canada,CAN,41093453545,40767969454,41978852041,44657169109,48882938810,53909570342,60358632035,64768831262,70759031842,77887510242,86303952531,97473757180,1.11034E+11,1.28943E+11,1.57503E+11,1.70685E+11,2.02834E+11,2.07779E+11,2.14673E+11,2.38669E+11,2.68893E+11,3.00668E+11,3.07902E+11,3.33809E+11,3.47141E+11,3.55704E+11,3.68867E+11,4.2153E+11,4.98167E+11,5.55514E+11,5.82723E+11,5.98208E+11,5.79532E+11,5.63665E+11,5.64494E+11,5.90517E+11,6.13762E+11,6.37536E+11,6.16766E+11,6.61265E+11,7.24919E+11,7.15424E+11,7.34662E+11,8.65873E+11,9.92226E+11,1.13376E+12,1.27861E+12,1.42407E+12,1.50268E+12,1.33758E+12,1.57704E+12,1.77779E+12,1.82142E+12
Cape Verde,CPV,,,,,,,,,,,,,,,,,,,,,142246875.5,139468114.6,140630758.6,138476239.4,132019065,137728155.2,190651208,235253172,264308140.8,267448513.5,306891107.2,319827058.9,357160985.9,490417389.2,406580652.4,487148993.9,501979075.9,490608658.2,521910560.1,592416702.7,539227052.7,563024256.7,620974807.1,813963934.2,924318506.2,971976952.2,1107890815,1331208452,1561727129,1600829246,1659053271,1901136230,1897350475
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012444041,,,,,,,,,,,,,,,,
Central African Republic,CAF,112155598.4,123134583.7,124482774.2,129379123.8,142025078.8,150574795.3,157930018.4,163820513.7,191767441.7,188039209.9,189106529.2,201450800.2,230317882.8,271183082.2,281398705.9,378660015.8,451152460.8,507298148.3,610578631.2,700764746.9,797048197.1,694803623.9,748312391.3,658679332.6,637820670.6,864849836.8,1120162827,1211760383,1282888652,1268662918,1487506714,1404318674,1434147181,1298840407,852991705.1,1121910780,1070076042,1001080454,1047204240,1051325179,914401256.6,931830993.1,991424239.9,1139350727,1269621969,1350047680,1473129795,1697318340,1983224847,1981732673,1984747842,2165868600,2138965636
Chad,TCD,313582727.8,333975336.5,357635714,371767002.7,392247517.6,416926303,432794922.7,449826322.9,453980096.5,471635620.8,469266736.7,501866730.8,585427545.7,647199482.9,652532796.2,864602103.5,866044960.9,935360466.6,1113920123,1004316495,1033002402,876937559.7,834369860.3,832415806.1,919103735.2,1033069710,1067828247,1163426851,1482597299,1433686310,1738605558,1877137983,1881847671,1463251161,1179837964,1445919895,1607345355,1544689576,1744794532,1534673504,1385058212,1709347777,1987622269,2736666451,4414929142,5301956889,6099007744,7006536071,8360777265,7081950632,8540674846,10581391312,11018023538
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945677377,6262740657,6439703435,6232906290,6663669065,7332244898,8553643354,8827272727,9676172953,11514605842,,,,,
Chile,CHL,4211762522,4705377500,5502763243,5482749434,5794301527,6053790468,7013580346,6913560997,7074820186,8179771226,8981111664,10694569522,11532517864,16387454417,15535549706,7226476865,9857547849,13359145454,15399431310,20729772211,27572307600,32644872980,24339421605,19770402077,19232737055,16486012247,17722536671,20902096532,24640912616,28385038397,31558927517,36424168146,44467946384,47693992627,55154226760,71349202309,75769008174,82808986192,79373597080,72995286764,79328640264,72336972322,70984568429,77840186385,1.00631E+11,1.24404E+11,1.54412E+11,1.72868E+11,1.79627E+11,1.71957E+11,2.17556E+11,2.51191E+11,2.68314E+11
China,CHN,61377930682,50100934916,46464003927,50280424169,58613239133,69709152023,75879433528,72057026116,69993499400,78718820946,91506213646,98562021764,1.1216E+11,1.3677E+11,1.42255E+11,1.61162E+11,1.51628E+11,1.72349E+11,1.48179E+11,1.76635E+11,1.894E+11,1.94111E+11,2.03183E+11,2.28456E+11,2.57432E+11,3.06667E+11,2.97832E+11,2.70372E+11,3.09523E+11,3.43974E+11,3.56937E+11,3.79469E+11,4.22661E+11,4.40501E+11,5.59225E+11,7.28007E+11,8.56085E+11,9.52653E+11,1.01946E+12,1.08328E+12,1.19847E+12,1.32481E+12,1.45383E+12,1.64096E+12,1.93164E+12,2.2569E+12,2.71295E+12,3.49406E+12,4.52183E+12,4.99126E+12,5.93053E+12,7.32194E+12,8.2271E+12
Colombia,COL,4040948306,4552914126,4968598035,4838841458,5992169472,5790247619,5452762963,5727208180,5918467519,6405440200,7198373469,7820367893,8671371951,10315774588,12370045405,13098633902,15341403660,19470978268,23263511958,27940389361,33400712095,36388389129,38968019453,38729822782,38253120738,34894419525,34942483688,36373312083,39212545681,39540083646,40274204595,41239551378,49279585355,55802540101,81703496604,92507277798,97160111573,1.0666E+11,98443743191,86186156584,99886577576,98203544965,97933392356,94684582573,1.17075E+11,1.4652E+11,1.62774E+11,2.07416E+11,2.43982E+11,2.33822E+11,2.87018E+11,3.36346E+11,3.69813E+11
Comoros,COM,,,,,,,,,,,,,,,,,,,,,123505661.5,114271876.3,107089562.6,111519674,107489831.8,114490708.9,162487778.5,196433673.9,207476558.5,198733188.1,250030778.4,246823412.9,266191082.8,263568133.1,185761813.2,231896233.7,230495756.5,212099640.8,215394048.6,222580461.6,201899883.6,220115655.3,251162420.6,324470868.9,362420483.5,387036131.7,403179474.4,464948879.3,530131963.4,535199685.9,543376206.1,610372697.4,595900353.5
"Congo, Dem. Rep.",COD,3359404132,3086746936,3779841410,6213185774,2881545277,4043901724,4532660145,3384063360,3909780525,5032434971,4877684933,5594770352,6173712809,7870239464,9596960174,10237343153,9648583220,12344424776,15372607995,15068422242,14394927493,12537821040,13651667371,11006712649,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9087965282,8206227134,10707792340,5820383306,5643439262,5771454884,6090840527,6215591272,4711259427,4305296502,4691816667,5544467552,5670128142,6511032844,7191141825,8823784633,10013852849,11675330310,11204008249,13107979826,15653634042,17869718210
"Congo, Rep.",COG,131731862.7,151675739,166521240,172233430.7,185693724.8,198318063.9,220613582.4,237397428.3,251247458,265040036.1,274960699.9,322128019.3,410669262.9,541973362.5,585364635.4,767102679,754549600.5,765224030.6,878771771.3,1198749666,1705796850,1993512326,2160640567,2097274290,2193581366,2160872541,1849268215,2297753649,2212536313,2389593022,2798746051,2724853508,2933222706,1918970178,1769365439,2116003868,2540697538,2322719101,1949481381,2353909442,3219910666,2794259756,3019993723,3495868725,4648628839,6087002682,7731261169,8394688589,11859015181,9593536719,12007880067,14425606793,13677928884
Costa Rica,CRI,507516617.3,490324267.1,479181227.2,511902566.7,542578822.5,592981156.2,647305631.4,699456618.3,773841499.8,853630203.2,984830159.7,1077152887,1238251658,1528916175,1666544795,1960863536,2412555508,3072427125,3523208934,4035519472,4831447173,2623807083,2606621245,3976453955,4593908762,4796628462,5477895476,5841132961,6063759371,6866402028,7403457319,7162546470,8573610781,9638291624,10557530522,11722356980,11843228352,12828976090,14101753561,15796567037,15946443261,16403603009,16844378718,17517535902,18596365934,19964893792,22528746797,26321867136,29837641380,29382590138,36298272445,41032245031,45127292711
Cote d'Ivoire,CIV,546203558.3,618245635,645284474.6,761047198.8,921063326.1,919771228.1,1024102882,1082922726,1281281278,1361360292,1455482795,1584128511,1849400398,2508421426,3070152314,3893839184,4662053820,6265068200,7900526290,9142933956,10175617589,8432589956,7567110856,6838184772,6841639250,6977650648,9158302111,10087654451,10255169812,9757410630,10795850584,10492628588,11152971284,11045760269,8313557515,11000146269,12139234220,11722213507,12782570246,12556457527,10417060605,10545285037,11486664265,13737482343,15481092596,16363437145,17367303156,19795705245,23414253328,23041633638,22920779598,24073812830,24680372724
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24782163174,18156461130,10279479681,10900520388,14578386962,22045607399,23341405840,23501676220,25106400616,23077661294,21517784659,23052044813,26524896398,34143409062,41003558916,44821408831,49855078905,59335976948,69595272329,62244202547,58873839435,61789184184,56441607483
Cuba,CUB,,,,,,,,,,,5693005244,6914658389,8135150889,9987709686,11405957363,13027415252,13789579893,14206158658,17844705319,19584443219,19912889808,20150254124,20953510266,22205716020,24039383641,22921491787,24226283927,25213614325,27458999536,27025200369,28645436551,24317883624,22085858204,22367254851,28448326796,30428638304,25017300000,25366200000,25736600000,28365300000,30565200000,31683300000,33590400000,35901500000,38202800000,42644200000,52742100000,58603500000,60806200000,,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,,,,,,,,,,,,,,,,489912509.3,576090037.8,734876187.3,964024738.8,1288699021,2154311328,2087496322,2159242371,2160364086,2278248930,2430411867,3090734455,3704813857,4278792562,4563482553,5591130222,5770197317,6912150473,6590291095,7425703907,9250142748,9346693022,8905554119,9553478738,9776223013,9314937556,9679304971,10557366162,13319544758,15816972051,16997801392,18435765910,21841815681,25321517504,23542650736,23132450331,24992076731,22980960640
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39130979426,28688387778,33439461247,39263369286,45972833316,57787339864,64894609845,59463982355,63863336207,62165739783,58807244368,64375288107,78425201661,95292530753,1.13977E+11,1.30052E+11,1.48345E+11,1.80511E+11,2.25449E+11,1.97218E+11,1.98475E+11,2.16011E+11,1.95657E+11
Denmark,DNK,6248946880,6933842099,7812968114,8316692386,9506678763,10678897387,11721248101,12788479692,13196541952,15009384585,16590533333,18515546100,22591052336,29961815026,33346568442,39593296439,43676095947,48854777452,59296231821,69160805930,69709363190,60373978718,58937160962,59204811372,57714597455,61203805066,86365467804,1.07366E+11,1.13231E+11,1.10058E+11,1.35838E+11,1.36694E+11,1.50195E+11,1.40627E+11,1.53593E+11,1.81984E+11,1.84436E+11,1.70435E+11,1.73653E+11,1.73945E+11,1.60083E+11,1.60476E+11,1.73881E+11,2.12622E+11,2.44728E+11,2.57676E+11,2.74377E+11,3.11418E+11,3.43881E+11,3.10545E+11,3.13366E+11,3.33616E+11,3.14242E+11
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,340989541.5,,373371753,395794554.2,409220103.3,452328105,462422016.6,478058323.6,466048487.5,491689240,497723980.1,494004667.1,502675561.7,514267889.4,536080169.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,982534421.9,1049099431,1128611700,1239144502,
Dominica,DMA,,,,,,,,,,,,,,,,,,36370369.73,45170369.57,44296295.51,59099998.96,66218517.35,72051850.58,79925924.51,89848146.56,98585183.44,112074072.1,126348145.9,143766658.2,153374077.3,166322225.2,180437033.9,191759261.8,200418509.1,215459267.3,224037021.2,236444440.3,245781477.1,258440730.3,267740736,324463833.2,330949849.7,326998081.3,340803912.9,366976849.4,361615917.8,382299140.4,412687870.7,452162608.5,482161713,474886713.7,476475691.1,479638820.3
Dominican Republic,DOM,672399744,654100160,824099968,940799872,1025599872,888099968,983900032,1034800000,1079100032,1230499968,1485400064,1666400000,1987299968,2344699904,2925600000,3599300096,3951399936,4587100160,4774400000,5498800128,6631000064,7266999808,7964000256,8622000128,10330399744,5044579959,6122128260,5827050853,5374300248,6686592727,7073674722,9724379020,11277694537,12976408000,14511134921,16358496124,18131813001,19593449903,21171235998,21709041189,23996656676,24894907435,26570402719,21268012747,22039232610,34004033804,35902290284,41227268057,45712378190,46710144686,51653902770,55668552666,58951239186
Ecuador,ECU,1010325080,979108815.6,958598183,1038389646,1156150862,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988184456,18093864475,18938326276,22708204405,24432379906,25225872274,28161471483,27981319125,19644866963,18327386416,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,67626516000,77699720000,84532444000
"Egypt, Arab Rep.",EGY,4144244345,4334054779,4003322844,4160465776,4781695715,5111620995,5339520809,5579168494,6109112180,6861743625,7682492054,8266003518,8763960987,9616725511,9015166924,11437965433,13360477195,14636028524,14849909083,18150000949,22912499712,23405404412,25592366135,28137368590,30642873686,34689560502,35880262453,40507934104,35044633281,39648442465,43130415154,36970555122,41855483504,46578631213,51897983716,60159244485,67629717780,78436575744,84828807270,90710703939,99838540997,97632008051,87850680573,82923680622,78845185709,89685724889,1.07484E+11,1.30478E+11,1.62818E+11,1.88984E+11,2.18888E+11,2.36001E+11,2.57286E+11
El Salvador,SLV,625600000,636240000,706080000,746159936,822439936,,,,,,,,,,,,,,,,,,,,,,,,,,4800907895,5310996633,5954671446,6937988506,8085554286,9500491429,10315542857,11134716450,12008418171,12464655104,13134147768,13812744074,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21427900000,23095100000,23786800000
Equatorial Guinea,GNQ,,,9122751.679,10840095.29,12712471.29,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,,,,,,,,79590807.29,98848733.17,119714630.3,127202886.8,112007296.4,132134191.6,130596844.3,154183095.9,152128984,125744104,163980574,259073825.5,497742517.3,455799968.1,872016821.4,1242848857,1736116149,2146760314,2952359370,5240842261,8217368425,7765111494,10304490483,15471010923,10356293894,12261420852,16806886028,17697394251
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467876293.7,531688311.7,578015625,693535954.2,686494476.1,745526149.5,688921325.7,706370812.3,752368494.5,729321364.1,870247701.7,1109054002,1098425900,1211161880,1317974493,1380188800,1856695550,2117039511,2607739837,3091837398
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3776938817,4727884887,5052078018,5593921752,5709010492,5675174662,6237914200,7318186727,9840743037,12025943710,13905561150,16798495348,21993658964,23781539699,19117606973,18845656095,22154665058,21854197101
