# health care expenditures as percent of GDP
# source: http://data.worldbank.org/indicator/SH.XPD.TOTL.ZS
# downloaded 2013-10-02
Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Rwanda,RWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.455085112,4.616404336,4.593712817,5.258639876,4.651668607,4.221292563,4.363813701,4.177886907,6.338959913,6.221969349,6.526964747,10.03276733,9.411561843,9.240995227,10.02610466,10.43058475,10.76304219,
Samoa,WSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.696785005,5.221525232,5.452653187,5.583711818,6.280759854,6.018016581,5.756782936,5.528759111,5.145512825,4.927131538,4.950607984,5.172051247,5.456901506,5.620066649,5.398223968,6.280437681,7.030592623,
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.894160149,9.524572271,9.476413856,9.321059665,9.380214723,9.557674031,9.360363156,9.281186803,7.325512908,7.578054886,7.488653062,7.201964133,7.108690676,7.14166326,7.290457393,7.180281129,7.180281129,
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.212083688,6.683428751,7.856893102,6.94249719,8.011462228,8.35974816,9.697330176,10.10945064,11.40170495,10.78025435,10.1291915,8.011317593,7.501312652,6.941992459,8.258983434,7.50914353,7.728439036,
Saudi Arabia,SAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.963435159,2.961821938,3.056759417,3.342999555,4.126573134,4.259433418,4.5140298,4.297182416,4.02387964,3.695069006,3.545218262,3.73479212,3.748353982,3.081890782,4.098627772,4.012265593,3.688932036,
Senegal,SEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.934361131,4.084257529,4.081355256,4.10322448,4.362961375,4.330706591,4.525071997,5.064177735,5.399950038,5.705028409,5.393779578,5.781753705,5.665978365,5.789201207,5.730227768,5.76235341,5.983109042,
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.31658294,7.316560668,7.223578668,7.403271771,7.409339913,7.415549298,7.579203986,8.874072749,8.810490389,8.661277902,9.052573742,9.418419702,10.35888797,10.36336542,10.51252172,10.36106387,10.42904675,
Seychelles,SYC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.189360998,5.335005795,5.84501125,5.228116462,5.293577918,4.817843294,4.639742312,4.382986352,4.801058628,5.142561512,4.012499226,3.78716177,3.445950448,3.186650237,3.04713019,3.307444883,3.782999685,
Sierra Leone,SLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.30612112,15.31653681,14.45377501,14.02981984,17.14814249,17.50564644,17.01901544,16.76652328,9.310094037,15.51422397,16.11715058,11.97941061,18.18793181,18.13618779,22.18656875,20.80985531,18.84222631,
Singapore,SGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.516209913,2.892515029,2.814732544,3.121531002,2.862020305,2.754192799,2.411670347,2.884239615,3.846188983,3.401413593,3.99789855,3.856376502,3.740702011,4.484381354,5.120752966,4.484613048,4.564788118,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.063874942,6.43714522,5.784207748,5.655225643,5.753795034,5.498907852,5.504616129,5.629301187,5.818501921,7.210981059,7.044851179,7.347680795,7.755294167,8.020828097,9.151877851,9.012195883,8.693130224,
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.455488182,7.638638932,7.756237369,7.810072763,7.798985948,8.264164562,8.569123858,8.620029576,8.640523363,8.339182837,8.349481947,8.274057014,7.829450268,8.317393218,9.223823708,8.969106333,9.056892362,
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.246873587,3.019428458,3.283490454,3.528356104,3.804783541,4.560482348,6.443252314,6.090180587,6.003985871,5.649548565,7.834677704,6.694224715,5.802698185,5.608334969,7.85103952,7.409298412,8.830055423,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.684891764,2.594108491,2.634006173,2.692539643,2.806779159,2.443844775,2.251338005,,,,,,,,,,,
South Africa,ZAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.423407972,7.956322235,8.255809648,8.57792681,8.892565562,8.29059799,8.582913316,8.502110591,8.629577874,8.906337925,8.79530554,8.532766934,7.790802927,8.017937664,8.707193655,8.70098601,8.519728863,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.996773577,2.364847601,2.120913097,1.646302863,
Spain,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.444592525,7.462926423,7.333875746,7.319279398,7.316291974,7.214755512,7.24157367,7.250410691,8.182536026,8.225726221,8.301877386,8.403993484,8.49719489,8.943406309,9.62657215,9.604577558,9.444216069,
Sri Lanka,LKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.428415687,3.448774163,3.329877465,3.685905307,3.6256153,3.738841061,3.773205408,3.855047288,3.921385725,4.235233574,4.110801531,4.088400234,3.772471923,3.548566061,3.478486925,3.452501757,3.433851395,
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.409309791,5.414781297,5.094339623,5.070967742,5.34824338,4.697274115,4.239896054,4.045315,3.947860466,3.715100295,3.738405519,4.368655832,4.032120168,3.817290383,3.940865855,4.654858953,4.428199232,
St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.748128294,5.49038724,4.962591905,5.139494278,5.536101838,5.763104353,6.359700527,6.539272345,6.289532788,6.38645562,6.421772156,6.609603457,7.255873771,7.573137526,8.196338319,7.674007746,7.19251621,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.458332576,4.446344472,4.728137698,4.168415796,4.152716397,3.720502088,3.63888555,3.926238024,3.901603157,3.719411655,3.655272497,3.882188451,3.917097426,4.675485404,5.147352259,4.74597374,4.927813264,
Sudan,SDN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.379269029,3.935415661,3.733996205,3.97792688,3.781023508,3.349061003,3.505391075,3.560747256,3.828760819,4.079187793,3.964327455,4.834446212,6.017323337,6.904893638,7.192198948,7.201170816,8.386566254,
Suriname,SUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19103944,7.41196372,7.757574939,8.606613757,6.802524694,8.745331068,8.394230617,7.142166602,6.623556088,6.876140016,6.775510204,6.217223351,5.784715193,5.77047351,5.971627138,5.693016427,5.286488814,
Swaziland,SWZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.959914891,5.403564405,5.117993239,5.506102597,5.32949835,5.255347505,5.147156051,5.158603765,5.779894255,5.884976136,6.784033077,6.804209866,6.915449239,8.038429912,8.722357417,7.784361803,8.010928366,
Sweden,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.964555213,8.200305839,8.02636126,8.11535567,8.19761871,8.179613118,8.881805163,9.212196609,9.31003467,9.087970982,9.061503047,8.947997609,8.917223125,9.228354222,9.93895273,9.555389885,9.358430887,
Switzerland,CHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.334308458,9.715182482,9.669820269,9.846541643,10.00292803,9.908050156,10.28167391,10.60657125,10.93391299,10.96120293,10.86294204,10.38772206,10.23232034,10.28895059,11.00053859,10.88595994,10.86251229,
Syrian Arab Republic,SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.516879023,5.500414702,5.297967056,5.123702628,5.249715539,4.922871328,4.876756659,4.942468133,5.116076424,4.478601553,4.109697764,3.825039917,3.799040478,3.373765582,3.54865806,3.406754017,3.740365649,
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,3.109090909,3.635907336,3.559512195,3.877227212,4.640360157,4.585422075,4.480228504,4.459696156,4.30071512,4.837455776,4.891564352,5.346766635,5.584796973,5.928349816,5.982110333,5.784970053,
Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57954033,3.425005219,3.308102065,3.311341665,3.158929907,3.375815507,3.530935246,3.423356101,3.748710228,3.442869597,4.018370687,6.527759897,5.692171409,5.362894721,5.619651138,7.1931781,7.277308328,
Thailand,THA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.531534654,3.840837125,3.996596226,3.735286118,3.496252067,3.395404986,3.315547578,3.700098906,3.581954889,3.514021307,3.548540546,3.493407004,3.564176333,3.967569624,4.172138165,3.882978234,4.059450064,
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.954242236,10.34518907,9.693624256,10.22795079,10.95644322,10.18129748,11.69781602,10.06134656,8.621183938,6.887069171,5.740671409,5.06951979,
Togo,TGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.587814539,4.659590371,4.561636431,4.658908829,4.704601373,5.295993277,5.15332575,4.954496736,5.577844145,5.890587027,6.565335859,6.384274029,6.474826442,6.46223037,7.193820366,7.45503004,8.010624895,
Tonga,TON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.130749671,4.21472348,4.478853718,4.727367699,5.144247562,4.754565232,5.705724137,5.056355182,5.09859906,4.817791754,6.516510462,5.519910788,6.766939956,6.249981859,4.608353767,5.01314929,5.259281753,
Trinidad and Tobago,TTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.691139122,4.330581477,4.159244846,3.679857885,4.252573887,3.883176931,4.13126116,4.784508794,4.943200872,4.996254349,5.662681848,4.959970789,4.823591592,4.34203447,6.352059091,6.281489769,5.73327661,
Tunisia,TUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.820838932,5.380687074,5.114233076,5.3905099,5.425202053,5.395905376,5.290723814,5.319339292,5.35778086,5.625385206,5.567028755,5.644348816,5.641916343,5.633600911,5.763026262,5.716673541,6.156176376,
Turkey,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.370048309,3.901544127,4.212283993,3.593445304,4.765521402,4.948985347,5.16018168,5.356713339,5.338617052,5.370165983,5.448801469,5.810856355,6.03715655,6.074478322,6.746037983,6.673469794,6.659798489,
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.076752615,3.246744336,4.846973267,5.030013154,3.901115813,3.931193713,3.837368012,3.345535735,3.845300662,3.664035307,2.952958796,2.191011232,2.109721625,1.854309354,2.395925308,2.479802948,2.733425701,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.404307718,11.42931439,8.547764533,8.384577744,8.967215714,10.85761036,8.91139026,7.410222042,21.12859545,16.27527748,17.59112756,19.27681452,17.20371771,13.80452971,13.28481,14.45131731,17.31381087,
Uganda,UGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.755326847,5.468991529,5.33815386,5.524943034,6.709259231,6.639629791,7.237539732,7.529721145,7.562906363,7.884218233,9.171591007,9.56225628,9.357276194,8.804715437,9.348724473,9.175216545,9.451309781,
Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.777271874,6.131818812,6.078195008,6.604251553,5.892097627,5.588902979,5.655781353,6.251276791,6.93362184,6.609139615,6.410436469,6.392319807,6.355214359,6.63441822,7.799462416,7.807533521,7.193496093,
United Arab Emirates,ARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.636129469,2.459024487,2.487060238,2.623839823,2.477090859,2.185413785,2.48427471,2.717587203,2.646405923,2.462160667,2.320223926,2.327331101,2.521177631,2.994103162,4.352611105,3.703467489,3.346317095,
United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.751536033,6.786396511,6.585052086,6.651501386,6.909751697,7.043824734,7.272723707,7.621193731,7.796349802,8.016211608,8.191825518,8.433890382,8.440081891,8.715545713,9.746173485,9.601934856,9.319525453,
United States,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.59871311,13.55459723,13.38923209,13.36772262,13.35061343,13.40859764,14.07449877,14.82363067,15.68569522,15.77867908,15.82917393,15.93016486,16.15239582,16.60110624,17.6733619,17.61167778,17.85477673,
Uruguay,URY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.60305693,13.00614215,9.311223324,10.0538333,11.18689196,11.24560753,11.18615359,10.97245886,9.682111212,8.504016179,8.24178342,8.348581864,7.990897763,7.959630227,8.374175725,8.100586597,7.995452848,
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.534961273,6.91853507,6.842272821,6.425511452,6.007791287,5.708296474,5.71727306,5.585698526,5.26396175,5.069793078,4.865393022,5.523788462,5.58136153,5.23031858,5.700335092,5.578764593,5.415676522,
Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.642293887,2.337759526,3.282779843,3.905281101,3.524435165,3.571685096,3.669394955,3.847087701,3.678670477,3.482138037,3.255174924,3.529257252,4.628775938,5.051412129,5.061526885,5.19097881,4.116794768,
"Venezuela, RB",VEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.233010613,3.493338003,3.862411768,4.512866433,5.653243598,5.690419336,5.959822901,5.653589127,5.855354753,5.572332265,5.427921957,5.735088376,5.96267119,5.64019637,5.773805427,5.294998164,5.163081284,
Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.187511368,5.05185929,4.8773885,4.94415444,4.883508281,5.278518053,5.58616286,5.141445022,5.226153545,5.534616046,5.855827676,6.440554941,6.990465282,6.649303723,7.024691725,6.833601991,6.810624766,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.494406074,4.750173146,4.682461435,5.399438358,4.656678104,4.462504638,4.784539424,4.674471363,5.736949415,5.331919201,4.879978408,5.256973102,5.312816326,5.377497901,5.954110999,5.586119913,5.464866719,
Zambia,ZMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.600692257,5.888798812,6.209629863,6.529455342,5.795437516,5.670800195,5.918296541,6.635320168,6.581960895,6.612414086,6.999929113,6.332729559,5.639054221,5.99895917,6.089216208,5.968774748,6.119387837,
Zimbabwe,ZWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139320338,0.13762373,0.158486449,0.242222385,0.24769958,0.5,0.674533719,,,,,,,,,,,
